Event;Start Date;End Date;Duration;Day of Week;Duration Bins;Year;Month;;
Kick off fase de estandarización Migración a Datio Evo - GRM ;11/10/2023 18:00;11/10/2023 19:00;60.0;Wednesday;(30, 60];2023;October;;
Planning AVAI;10/10/2023 16:00;10/10/2023 16:30;30.0;Tuesday;(0, 30];2023;October;;
"Taller de Salud Emocional ""PRESENCIAL""";11/10/2023 12:30;11/10/2023 14:00;90.0;Wednesday;(60, 90];2023;October;;
ocuapado nx;12/10/2023 12:00;12/10/2023 13:00;60.0;Thursday;(30, 60];2023;October;;
IPEs - Advance Analytics;12/10/2023 14:00;12/10/2023 14:45;45.0;Thursday;(30, 60];2023;October;;
 📊 Mastercalss | Blockchain y finanzas descentralizadas;10/10/2023 14:30;10/10/2023 16:00;90.0;Tuesday;(60, 90];2023;October;;
 📊 Mastercalss | Blockchain y finanzas descentralizadas;10/10/2023 14:30;10/10/2023 16:00;90.0;Tuesday;(60, 90];2023;October;;
Welcome session fase de estandarización Migración a Datio Evo;12/10/2023 13:00;12/10/2023 14:15;75.0;Thursday;(60, 90];2023;October;;
CONVOCATORIA: Taller Manejo de Ansiedad ( VIRTUAL );12/10/2023 19:00;12/10/2023 20:15;75.0;Thursday;(60, 90];2023;October;;
 📊 Mastercalss | Blockchain y finanzas descentralizadas;12/10/2023 16:00;12/10/2023 17:00;60.0;Thursday;(30, 60];2023;October;;
After de bienvenida a mica y Data;20/10/2023 20:00;20/10/2023 23:00;180.0;Friday;(150, 180];2023;October;;
alta catalogo Taxonomy;17/10/2023 17:30;17/10/2023 18:00;30.0;Tuesday;(0, 30];2023;October;;
Strategic Alignment Offsite GRM;17/10/2023 15:30;17/10/2023 16:30;60.0;Tuesday;(30, 60];2023;October;;
Training Sesión 1: Migración de usuarios AWS;17/10/2023 14:30;17/10/2023 16:00;90.0;Tuesday;(60, 90];2023;October;;
ocupado nx;17/10/2023 19:00;17/10/2023 20:30;90.0;Tuesday;(60, 90];2023;October;;
Avance manual R. de P. de Expected Loss;18/10/2023 18:00;18/10/2023 19:00;60.0;Wednesday;(30, 60];2023;October;;
 📣 Café y Data Demo Day 18 de octubre 📣;18/10/2023 14:30;18/10/2023 16:00;90.0;Wednesday;(60, 90];2023;October;;
[Emisión en directo] Sesión de compactación;26/10/2023 15:00;26/10/2023 15:40;40.0;Thursday;(30, 60];2023;October;;
Welcome session fase de estandarización Migración a Datio Evo;12/10/2023 17:00;12/10/2023 18:00;60.0;Thursday;(30, 60];2023;October;;
Punto de control IFRS9;21/9/2023 12:00;21/9/2023 12:30;30.0;Thursday;(0, 30];2023;September;;
Punto de control IFRS9;28/9/2023 12:00;28/9/2023 12:30;30.0;Thursday;(0, 30];2023;September;;
Punto de control IFRS9;5/10/2023 12:00;5/10/2023 12:30;30.0;Thursday;(0, 30];2023;October;;
Punto de control IFRS9;12/10/2023 12:00;12/10/2023 12:30;30.0;Thursday;(0, 30];2023;October;;
Punto de control IFRS9;21/9/2023 12:00;21/9/2023 12:30;30.0;Thursday;(0, 30];2023;September;;
Simulador ifrs9;20/10/2023 14:15;20/10/2023 14:30;15.0;Friday;(0, 30];2023;October;;
manual expected losses;20/10/2023 15:00;20/10/2023 16:00;60.0;Friday;(30, 60];2023;October;;
☕Lean Café con Gerardo Fiandrino ☕;25/10/2023 12:30;25/10/2023 14:00;90.0;Wednesday;(60, 90];2023;October;;
Desayuno AA&DQ;24/10/2023 12:30;24/10/2023 14:00;90.0;Tuesday;(60, 90];2023;October;;
Motor IFRS9 - Cambio de herramienta IFIS; Repos RF;23/10/2023 15:00;23/10/2023 15:30;30.0;Monday;(0, 30];2023;October;
Training Sesión 2: Migración de usuarios AWS;24/10/2023 14:30;24/10/2023 16:00;90.0;Tuesday;(60, 90];2023;October;;
Seguimiento Acciones AI - Recos VI (ARGENTINA);24/10/2023 15:30;24/10/2023 16:00;30.0;Tuesday;(0, 30];2023;October;;
turno reclamo despegar;25/10/2023 23:00;25/10/2023 23:30;30.0;Wednesday;(0, 30];2023;October;;
Simulador IFRS 9;25/10/2023 15:30;25/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
Segunda parte Status IFRS9;25/10/2023 18:00;25/10/2023 18:30;30.0;Wednesday;(0, 30];2023;October;;
📢Reunión COEs - Riesgos & Data 💻;25/10/2023 18:30;25/10/2023 19:30;60.0;Wednesday;(30, 60];2023;October;;
[AR] Umbrales TL;26/10/2023 13:45;26/10/2023 14:15;30.0;Thursday;(0, 30];2023;October;;
Herramienta   Rating en Motor IFRS9 Vinculadas;26/10/2023 14:30;26/10/2023 15:00;30.0;Thursday;(0, 30];2023;October;;
Avance manual Analytics;30/10/2023 18:00;30/10/2023 19:00;60.0;Monday;(30, 60];2023;October;;
ir a buscar a Isa al jardin;26/10/2023 19:00;26/10/2023 19:30;30.0;Thursday;(0, 30];2023;October;;
reclamo despegar;26/10/2023 22:30;26/10/2023 23:30;60.0;Thursday;(30, 60];2023;October;;
Ipes del COE - AA;27/10/2023 13:00;27/10/2023 13:45;45.0;Friday;(30, 60];2023;October;;
No Event;27/10/2023 15:30;27/10/2023 16:30;60.0;Friday;(30, 60];2023;October;;
revision base vw;30/10/2023 13:30;30/10/2023 14:00;30.0;Monday;(0, 30];2023;October;;
Revision umbrales + ppt gerardo;30/10/2023 14:00;30/10/2023 14:30;30.0;Monday;(0, 30];2023;October;;
Impactos Recalibrado 2023 anclaje 2Q;31/10/2023 13:30;31/10/2023 14:15;45.0;Tuesday;(30, 60];2023;October;;
Tiempo estimación GRMlab;31/10/2023 16:45;31/10/2023 17:15;30.0;Tuesday;(0, 30];2023;October;;
Taxonomy - Eliminar valores;31/10/2023 18:30;31/10/2023 19:00;30.0;Tuesday;(0, 30];2023;October;;
IFRS9 : cambios metodológicos 2024;31/10/2023 15:00;31/10/2023 16:00;60.0;Tuesday;(30, 60];2023;October;;
Curso ML Intermedio;7/11/2023 14:00;7/11/2023 17:00;180.0;Tuesday;(150, 180];2023;November;;
Cambios metodologicos IFRS9 2024;1/11/2023 18:00;1/11/2023 18:30;30.0;Wednesday;(0, 30];2023;November;;
Ajuste Rating en Motor VIN;1/11/2023 13:30;1/11/2023 14:00;30.0;Wednesday;(0, 30];2023;November;;
Marcaje Herramienta de Inventario - GRM;3/11/2023 14:30;3/11/2023 15:00;30.0;Friday;(0, 30];2023;November;;
[AR] Umbrales TL;2/11/2023 12:00;2/11/2023 12:30;30.0;Thursday;(0, 30];2023;November;;
TCI Parametría;3/11/2023 15:00;3/11/2023 15:30;30.0;Friday;(0, 30];2023;November;;
ML Intermedio - Grupo 2 - Sesión 4;3/11/2023 13:00;3/11/2023 14:00;60.0;Friday;(30, 60];2023;November;;
Procesos & Ejecución Códigos - BBII & PD;7/11/2023 18:30;7/11/2023 19:30;60.0;Tuesday;(30, 60];2023;November;;
Procesos & Ejecución Códigos - LGD;8/11/2023 19:45;8/11/2023 20:45;60.0;Wednesday;(30, 60];2023;November;;
IFRS9: Ponderación PD y Región Inestabilidad CCF ARG;7/11/2023 14:30;7/11/2023 15:00;30.0;Tuesday;(0, 30];2023;November;;
Curso ML Intermedio;14/11/2023 14:00;14/11/2023 17:00;180.0;Tuesday;(150, 180];2023;November;;
Curso ML Intermedio;22/11/2023 14:00;22/11/2023 17:00;180.0;Wednesday;(150, 180];2023;November;;
Cuestionario TL - Governance e Implantación;8/11/2023 13:00;8/11/2023 13:30;30.0;Wednesday;(0, 30];2023;November;;
ML Intermedio - Grupo 2 - Sesión 5;8/11/2023 14:00;8/11/2023 15:00;60.0;Wednesday;(30, 60];2023;November;;
Procesos & Ejecución Códigos - CCF & Modelos Macro;9/11/2023 13:30;9/11/2023 14:30;60.0;Thursday;(30, 60];2023;November;;
BCBS 239: Assessment Reestimación de parámetros;9/11/2023 15:15;9/11/2023 16:15;60.0;Thursday;(30, 60];2023;November;;
AR: IFRS9 Mensual;11/10/2023 15:30;11/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
AR: IFRS9 Mensual;13/11/2023 15:00;13/11/2023 15:30;30.0;Monday;(0, 30];2023;November;;
AR: IFRS9 Mensual;12/10/2023 15:30;12/10/2023 16:00;30.0;Thursday;(0, 30];2023;October;;
AR: IFRS9 Mensual;9/11/2023 15:30;9/11/2023 16:00;30.0;Thursday;(0, 30];2023;November;;
Weekly Status COE;19/9/2023 14:00;19/9/2023 14:45;45.0;Tuesday;(30, 60];2023;September;;
Weekly Status COE;26/9/2023 14:30;26/9/2023 15:00;30.0;Tuesday;(0, 30];2023;September;;
Weekly Status COE;10/10/2023 14:00;10/10/2023 14:30;30.0;Tuesday;(0, 30];2023;October;;
Weekly Status COE;17/10/2023 14:00;17/10/2023 14:45;45.0;Tuesday;(30, 60];2023;October;;
Weekly Status COE;24/10/2023 14:00;24/10/2023 14:45;45.0;Tuesday;(30, 60];2023;October;;
Weekly Status COE;31/10/2023 14:30;31/10/2023 15:15;45.0;Tuesday;(30, 60];2023;October;;
Weekly Status COE;7/11/2023 14:15;7/11/2023 14:45;30.0;Tuesday;(0, 30];2023;November;;
Weekly Status COE;14/11/2023 15:00;14/11/2023 15:30;30.0;Tuesday;(0, 30];2023;November;;
Estado del Marcaje - GRM;17/11/2023 16:00;17/11/2023 16:30;30.0;Friday;(0, 30];2023;November;;
RMMC ;20/11/2023 16:30;20/11/2023 17:30;60.0;Monday;(30, 60];2023;November;;
Foros Locales de Dominio - GRM;21/11/2023 18:00;21/11/2023 19:00;60.0;Tuesday;(30, 60];2023;November;;
Almuerzo con Pablo Pastor;21/11/2023 16:30;21/11/2023 18:00;90.0;Tuesday;(60, 90];2023;November;;
DQ meet;21/11/2023 19:00;21/11/2023 20:00;60.0;Tuesday;(30, 60];2023;November;;
ocupado;21/11/2023 20:00;21/11/2023 20:30;30.0;Tuesday;(0, 30];2023;November;;
Data & Analytics - Gisela Carello;22/11/2023 13:00;22/11/2023 14:00;60.0;Wednesday;(30, 60];2023;November;;
📢Reunión COEs - Riesgos & Data 💻;22/11/2023 13:00;22/11/2023 14:00;60.0;Wednesday;(30, 60];2023;November;;
IFRS9 -  Debilidades;22/11/2023 14:00;22/11/2023 15:00;60.0;Wednesday;(30, 60];2023;November;;
Dentistas;28/11/2023 12:30;28/11/2023 13:30;60.0;Tuesday;(30, 60];2023;November;;
retirar tc ;23/11/2023 17:15;23/11/2023 18:00;45.0;Thursday;(30, 60];2023;November;;
Temas con DQ;23/11/2023 18:00;23/11/2023 18:30;30.0;Thursday;(0, 30];2023;November;;
firma ffasffasfa;30/11/2023 13:30;30/11/2023 14:30;60.0;Thursday;(30, 60];2023;November;;
ML Intermedio - Grupo 2 - Sesión 6;27/11/2023 14:00;27/11/2023 15:00;60.0;Monday;(30, 60];2023;November;;
piloto 27/11 ;27/11/2023 19:30;27/11/2023 20:00;30.0;Monday;(0, 30];2023;November;;
[Argentina] Checkpoint 1 - Transposición de la norma DoD;29/11/2023 14:30;29/11/2023 14:45;15.0;Wednesday;(0, 30];2023;November;;
ML Intermedio - Grupo 2 - Sesión 7;5/12/2023 14:00;5/12/2023 15:00;60.0;Tuesday;(30, 60];2023;December;;
CoP Retail Risk - Sesión Seguimiento de Carteras Retail-SMEs;21/11/2023 16:00;21/11/2023 17:00;60.0;Tuesday;(30, 60];2023;November;;
Almuerzo - Piso 33 sala 7;29/11/2023 16:00;29/11/2023 17:30;90.0;Wednesday;(60, 90];2023;November;;
Status Req Auditoria;29/11/2023 15:00;29/11/2023 15:15;15.0;Wednesday;(0, 30];2023;November;;
Status Tablon IFRS9 en datio ;29/11/2023 17:40;29/11/2023 18:10;30.0;Wednesday;(0, 30];2023;November;;
Plan ARG - NDoD ADoD;30/11/2023 15:00;30/11/2023 15:15;15.0;Thursday;(0, 30];2023;November;;
Informacional / Capacitación;10/8/2023 15:30;10/8/2023 16:30;60.0;Thursday;(30, 60];2023;August;;
Informacional / Capacitación;20/9/2023 16:00;20/9/2023 17:00;60.0;Wednesday;(30, 60];2023;September;;
Informacional / Capacitación;8/11/2023 15:00;8/11/2023 16:00;60.0;Wednesday;(30, 60];2023;November;;
Informacional / Capacitación;29/11/2023 15:30;29/11/2023 16:30;60.0;Wednesday;(30, 60];2023;November;;
Sesión especifica AWS GRM Lab ;30/11/2023 16:00;30/11/2023 17:00;60.0;Thursday;(30, 60];2023;November;;
Weekly Status COE;21/11/2023 14:15;21/11/2023 15:00;45.0;Tuesday;(30, 60];2023;November;;
TCI Parametría ;4/12/2023 14:30;4/12/2023 14:45;15.0;Monday;(0, 30];2023;December;;
Reunion con EY por mail 29/11 : Consulta de parámetro;1/12/2023 18:30;1/12/2023 19:00;30.0;Friday;(0, 30];2023;December;;
Almuerzo Fin de Año;7/12/2023 16:30;7/12/2023 19:00;150.0;Thursday;(120, 150];2023;December;;
Seguimiento de ejecuciones - calidad;5/12/2023 19:30;5/12/2023 19:45;15.0;Tuesday;(0, 30];2023;December;;
retiro cajonera;7/12/2023 19:00;7/12/2023 19:15;15.0;Thursday;(0, 30];2023;December;;
Proyecto NDoD-ADoD;7/12/2023 14:00;7/12/2023 14:30;30.0;Thursday;(0, 30];2023;December;;
Control sobre transfer logic;7/12/2023 13:00;7/12/2023 14:00;60.0;Thursday;(30, 60];2023;December;;
Cambios metodologicos LGD;7/12/2023 15:00;7/12/2023 15:30;30.0;Thursday;(0, 30];2023;December;;
Score comportamental pyme - ifrs9;11/12/2023 16:00;11/12/2023 16:25;25.0;Monday;(0, 30];2023;December;;
pelu  kalita;12/12/2023 12:15;12/12/2023 13:15;60.0;Tuesday;(30, 60];2023;December;;
Mensual Data& AA AdS ;11/12/2023 17:00;11/12/2023 18:00;60.0;Monday;(30, 60];2023;December;;
Plan de estandarización 2024 - Migracion a AWS - GRM;15/12/2023 17:30;15/12/2023 18:00;30.0;Friday;(0, 30];2023;December;;
Ver Status de acciones de AI vgtes ;15/12/2023 13:00;15/12/2023 13:30;30.0;Friday;(0, 30];2023;December;;
Revision modelos;18/12/2023 17:00;18/12/2023 18:00;60.0;Monday;(30, 60];2023;December;;
[ARG] ADoD ;18/12/2023 15:30;18/12/2023 16:00;30.0;Monday;(0, 30];2023;December;;
ocupado;18/12/2023 16:00;18/12/2023 17:00;60.0;Monday;(30, 60];2023;December;;
EWS ARG: Entrega de temas;15/12/2023 15:00;15/12/2023 15:30;30.0;Friday;(0, 30];2023;December;;
Reunion 1 Mentoring;18/12/2023 13:30;18/12/2023 14:00;30.0;Monday;(0, 30];2023;December;;
EWS ARG: Entrega de temas-Detalle codigos;18/12/2023 16:00;18/12/2023 17:00;60.0;Monday;(30, 60];2023;December;;
EY - Score Proactivo;18/12/2023 13:00;18/12/2023 13:30;30.0;Monday;(0, 30];2023;December;;
Weekly Status COE;28/11/2023 14:00;28/11/2023 14:45;45.0;Tuesday;(30, 60];2023;November;;
Weekly Status COE;7/12/2023 10:00;7/12/2023 11:00;60.0;Thursday;(30, 60];2023;December;;
Weekly Status COE;12/12/2023 14:00;12/12/2023 14:45;45.0;Tuesday;(30, 60];2023;December;;
Reunión cierre CORE 2023;19/12/2023 15:00;19/12/2023 15:30;30.0;Tuesday;(0, 30];2023;December;;
Incidencia Score Proactivo-IFRS9;19/12/2023 15:30;19/12/2023 16:30;60.0;Tuesday;(30, 60];2023;December;;
👉🏻Última Trimestral Riesgos;20/12/2023 14:00;20/12/2023 15:00;60.0;Wednesday;(30, 60];2023;December;;
Almuerzo piso 33 - sala 7;21/12/2023 16:30;21/12/2023 18:00;90.0;Thursday;(60, 90];2023;December;;
Retro Advanced Analytics;24/8/2023 15:30;24/8/2023 16:45;75.0;Thursday;(60, 90];2023;August;;
Retro Advanced Analytics;28/8/2023 09:45;28/8/2023 11:00;75.0;Monday;(60, 90];2023;August;;
Retro Advanced Analytics;22/11/2023 15:00;22/11/2023 16:15;75.0;Wednesday;(60, 90];2023;November;;
Retro Advanced Analytics;26/10/2023 15:30;26/10/2023 16:45;75.0;Thursday;(60, 90];2023;October;;
Puesta en Común Recalibrado 2023 Vinculadas;22/12/2023 15:00;22/12/2023 15:30;30.0;Friday;(0, 30];2023;December;;
Foro local de dominio - GRM;22/12/2023 14:30;22/12/2023 15:30;60.0;Friday;(30, 60];2023;December;;
🎉 BBVA Fest;22/12/2023 23:30;23/12/2023 03:00;210.0;Friday;(180, 240];2023;December;;
BCBS 239: Assessment Analytics;26/12/2023 13:30;26/12/2023 14:00;30.0;Tuesday;(0, 30];2023;December;;
Weekly Status COE;26/12/2023 11:00;26/12/2023 11:45;45.0;Tuesday;(30, 60];2023;December;;
EWS ARG: Daily;26/12/2023 14:00;26/12/2023 14:15;15.0;Tuesday;(0, 30];2023;December;;
Incidencia Behavior - Impacto Ifrs9;26/12/2023 15:30;26/12/2023 16:00;30.0;Tuesday;(0, 30];2023;December;;
Presentación EWS: modelo de alertas de empresas y pymes;26/12/2023 15:00;26/12/2023 16:00;60.0;Tuesday;(30, 60];2023;December;;
Previsión Prisma;26/12/2023 19:30;26/12/2023 20:00;30.0;Tuesday;(0, 30];2023;December;;
Impacto VW NdoD;28/12/2023 14:30;28/12/2023 15:00;30.0;Thursday;(0, 30];2023;December;;
Ajuste Manual subsidiarios PCE 2023;28/12/2023 13:30;28/12/2023 14:00;30.0;Thursday;(0, 30];2023;December;;
Proyecto Score Agro;29/12/2023 14:30;29/12/2023 15:00;30.0;Friday;(0, 30];2023;December;;
Kick Off Q1 2024 - RDT / CDD BR Argentina;29/12/2023 13:00;29/12/2023 14:30;90.0;Friday;(60, 90];2023;December;;
AI - Relevamiento Inicial - Calidad del Dato en procesos BCBS239;2/1/2024 15:45;2/1/2024 16:15;30.0;Tuesday;(0, 30];2024;January;;
ppt vinculadas;3/1/2024 14:00;3/1/2024 14:30;30.0;Wednesday;(0, 30];2024;January;;
Planning 2024 - Modelos;3/1/2024 18:00;3/1/2024 19:00;60.0;Wednesday;(30, 60];2024;January;;
 Convocatoria RMC 24-11   12:00hs;24/11/2023 12:00;24/11/2023 13:30;90.0;Friday;(60, 90];2023;November;;
Auditoria: Calidad  del Dato en procesos BCBS239;4/1/2024 13:30;4/1/2024 14:00;30.0;Thursday;(0, 30];2024;January;;
Score Motor Agro;4/1/2024 15:00;4/1/2024 16:00;60.0;Thursday;(30, 60];2024;January;;
IFRS9 23 - Vinculadas | Recomendaciones finales;5/1/2024 14:00;5/1/2024 14:30;30.0;Friday;(0, 30];2024;January;;
Ifrs9 Vinculadas;5/1/2024 13:00;5/1/2024 14:00;60.0;Friday;(30, 60];2024;January;;
EWS;5/1/2024 12:30;5/1/2024 13:00;30.0;Friday;(0, 30];2024;January;;
EWS Doc Implementación Kick off;5/1/2024 15:00;5/1/2024 15:30;30.0;Friday;(0, 30];2024;January;;
TERADATA;5/1/2024 18:30;5/1/2024 19:00;30.0;Friday;(0, 30];2024;January;;
IFRS9 Vinculadas | Recomendaciones;5/1/2024 17:45;5/1/2024 18:45;60.0;Friday;(30, 60];2024;January;;
Daily EWS;4/1/2024 10:00;4/1/2024 10:30;30.0;Thursday;(0, 30];2024;January;;
Revisión Plan 2024 AA y VI;10/1/2024 14:15;10/1/2024 15:00;45.0;Wednesday;(30, 60];2024;January;;
Temas quincena;9/1/2024 19:00;9/1/2024 19:30;30.0;Tuesday;(0, 30];2024;January;;
E&Y: Calculo impacto Nva. Parametría;9/1/2024 19:00;9/1/2024 20:00;60.0;Tuesday;(30, 60];2024;January;;
DoD Planning;12/1/2024 14:30;12/1/2024 15:00;30.0;Friday;(0, 30];2024;January;;
Sala para RMMC;15/1/2024 15:00;15/1/2024 16:30;90.0;Monday;(60, 90];2024;January;;
Impacto RAROEC & RORC;12/1/2024 13:00;12/1/2024 13:30;30.0;Friday;(0, 30];2024;January;;
Impactos CORE e IFRS9 JVs;12/1/2024 13:30;12/1/2024 14:00;30.0;Friday;(0, 30];2024;January;;
turno registro;18/1/2024 17:30;18/1/2024 18:30;60.0;Thursday;(30, 60];2024;January;;
Vinculadas;12/1/2024 14:30;12/1/2024 15:00;30.0;Friday;(0, 30];2024;January;;
Vinculadas & CORE | dudas previas a RMMC;15/1/2024 12:45;15/1/2024 13:15;30.0;Monday;(0, 30];2024;January;;
Charla Recreativa;15/1/2024 18:00;15/1/2024 18:30;30.0;Monday;(0, 30];2024;January;;
Seguimiento modelos ;17/1/2024 18:30;17/1/2024 19:00;30.0;Wednesday;(0, 30];2024;January;;
RCI | Impacto IFRS9 2023;23/1/2024 12:30;23/1/2024 13:00;30.0;Tuesday;(0, 30];2024;January;;
Status IFRS9;20/9/2023 17:00;20/9/2023 18:00;60.0;Wednesday;(30, 60];2023;September;;
Status IFRS9;26/9/2023 18:00;26/9/2023 19:00;60.0;Tuesday;(30, 60];2023;September;;
Status IFRS9;4/10/2023 17:00;4/10/2023 18:00;60.0;Wednesday;(30, 60];2023;October;;
Status IFRS9;12/10/2023 15:00;12/10/2023 15:45;45.0;Thursday;(30, 60];2023;October;;
Status IFRS9;18/10/2023 17:00;18/10/2023 18:00;60.0;Wednesday;(30, 60];2023;October;;
Status IFRS9;25/10/2023 14:30;25/10/2023 15:30;60.0;Wednesday;(30, 60];2023;October;;
Status IFRS9;1/11/2023 17:00;1/11/2023 18:00;60.0;Wednesday;(30, 60];2023;November;;
Status IFRS9;8/11/2023 17:00;8/11/2023 18:00;60.0;Wednesday;(30, 60];2023;November;;
Status IFRS9;14/11/2023 14:00;14/11/2023 15:00;60.0;Tuesday;(30, 60];2023;November;;
Status IFRS9;23/11/2023 15:00;23/11/2023 16:00;60.0;Thursday;(30, 60];2023;November;;
Status IFRS9;29/11/2023 18:00;29/11/2023 18:45;45.0;Wednesday;(30, 60];2023;November;;
Status IFRS9;6/12/2023 17:00;6/12/2023 18:00;60.0;Wednesday;(30, 60];2023;December;;
Status IFRS9;13/12/2023 17:00;13/12/2023 18:00;60.0;Wednesday;(30, 60];2023;December;;
Status IFRS9;21/12/2023 18:30;21/12/2023 19:30;60.0;Thursday;(30, 60];2023;December;;
Status IFRS9;28/12/2023 18:00;28/12/2023 19:00;60.0;Thursday;(30, 60];2023;December;;
Status IFRS9;3/1/2024 17:00;3/1/2024 18:00;60.0;Wednesday;(30, 60];2024;January;;
Status IFRS9;9/1/2024 17:00;9/1/2024 18:00;60.0;Tuesday;(30, 60];2024;January;;
Status IFRS9;17/1/2024 17:00;17/1/2024 18:00;60.0;Wednesday;(30, 60];2024;January;;
Status IFRS9;20/9/2023 17:00;20/9/2023 18:00;60.0;Wednesday;(30, 60];2023;September;;
Status IFRS9;8/11/2023 17:00;8/11/2023 18:00;60.0;Wednesday;(30, 60];2023;November;;
Status IFRS9;15/11/2023 17:00;15/11/2023 18:00;60.0;Wednesday;(30, 60];2023;November;;
Status IFRS9;10/1/2024 17:00;10/1/2024 18:00;60.0;Wednesday;(30, 60];2024;January;;
[Argentina] Checkpoint  - Transposición de la norma DoD;25/1/2024 14:00;25/1/2024 14:30;30.0;Thursday;(0, 30];2024;January;;
Weekly estimaciones Argentina;20/9/2023 15:30;20/9/2023 16:00;30.0;Wednesday;(0, 30];2023;September;;
Weekly estimaciones Argentina;27/9/2023 15:30;27/9/2023 16:00;30.0;Wednesday;(0, 30];2023;September;;
Weekly estimaciones Argentina;4/10/2023 15:30;4/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
Weekly estimaciones Argentina;18/10/2023 15:30;18/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
Weekly estimaciones Argentina;25/10/2023 15:30;25/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
Weekly estimaciones Argentina;2/11/2023 15:30;2/11/2023 16:00;30.0;Thursday;(0, 30];2023;November;;
Weekly estimaciones Argentina;8/11/2023 15:30;8/11/2023 16:00;30.0;Wednesday;(0, 30];2023;November;;
Weekly estimaciones Argentina;15/11/2023 15:30;15/11/2023 16:00;30.0;Wednesday;(0, 30];2023;November;;
Weekly estimaciones Argentina;23/11/2023 15:30;23/11/2023 16:00;30.0;Thursday;(0, 30];2023;November;;
Weekly estimaciones Argentina;29/11/2023 15:30;29/11/2023 16:00;30.0;Wednesday;(0, 30];2023;November;;
Weekly estimaciones Argentina;7/12/2023 15:30;7/12/2023 16:00;30.0;Thursday;(0, 30];2023;December;;
Weekly estimaciones Argentina;13/12/2023 15:30;13/12/2023 16:00;30.0;Wednesday;(0, 30];2023;December;;
Weekly estimaciones Argentina;21/12/2023 14:30;21/12/2023 15:00;30.0;Thursday;(0, 30];2023;December;;
Weekly estimaciones Argentina;27/12/2023 15:30;27/12/2023 16:00;30.0;Wednesday;(0, 30];2023;December;;
Weekly estimaciones Argentina;17/1/2024 15:30;17/1/2024 16:00;30.0;Wednesday;(0, 30];2024;January;;
Weekly estimaciones Argentina;24/1/2024 15:30;24/1/2024 16:00;30.0;Wednesday;(0, 30];2024;January;;
Weekly estimaciones Argentina;20/9/2023 15:30;20/9/2023 16:00;30.0;Wednesday;(0, 30];2023;September;;
Weekly estimaciones Argentina;4/10/2023 15:30;4/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
Weekly estimaciones Argentina;11/10/2023 15:30;11/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
Weekly estimaciones Argentina;25/10/2023 15:30;25/10/2023 16:00;30.0;Wednesday;(0, 30];2023;October;;
Weekly estimaciones Argentina;22/11/2023 15:30;22/11/2023 16:00;30.0;Wednesday;(0, 30];2023;November;;
Weekly estimaciones Argentina;6/12/2023 15:30;6/12/2023 16:00;30.0;Wednesday;(0, 30];2023;December;;
Repaso control comport Pymes;1/2/2024 18:30;1/2/2024 19:30;60.0;Thursday;(30, 60];2024;February;;
Score Comportamental;1/2/2024 14:00;1/2/2024 14:50;50.0;Thursday;(30, 60];2024;February;;
[ARG] Reu Refinamiento Roadmap;1/2/2024 15:30;1/2/2024 16:15;45.0;Thursday;(30, 60];2024;February;;
Desayuno equipo Modelos - piso 33 sala 3;6/2/2024 12:30;6/2/2024 14:00;90.0;Tuesday;(60, 90];2024;February;;
[ARG] Kick Off - Roadmap ADoD-NDoD;5/2/2024 16:00;5/2/2024 17:00;60.0;Monday;(30, 60];2024;February;;
Ocupado;6/2/2024 18:00;6/2/2024 19:00;60.0;Tuesday;(30, 60];2024;February;;
Daily Advanced Analytics;11/8/2023 09:30;11/8/2023 09:45;15.0;Friday;(0, 30];2023;August;;
Daily Advanced Analytics;11/8/2023 09:30;11/8/2023 09:45;15.0;Friday;(0, 30];2023;August;;
Daily Advanced Analytics;18/8/2023 10:30;18/8/2023 10:45;15.0;Friday;(0, 30];2023;August;;
Daily Advanced Analytics;25/8/2023 09:30;25/8/2023 09:45;15.0;Friday;(0, 30];2023;August;;
Daily Advanced Analytics;1/9/2023 09:30;1/9/2023 09:45;15.0;Friday;(0, 30];2023;September;;
Daily Advanced Analytics;8/9/2023 10:00;8/9/2023 10:15;15.0;Friday;(0, 30];2023;September;;
Daily Advanced Analytics;15/9/2023 12:00;15/9/2023 12:15;15.0;Friday;(0, 30];2023;September;;
Daily Advanced Analytics;29/9/2023 09:30;29/9/2023 09:45;15.0;Friday;(0, 30];2023;September;;
Daily Advanced Analytics;6/10/2023 09:30;6/10/2023 09:45;15.0;Friday;(0, 30];2023;October;;
Daily Advanced Analytics;20/10/2023 09:30;20/10/2023 09:45;15.0;Friday;(0, 30];2023;October;;
Daily Advanced Analytics;27/10/2023 09:30;27/10/2023 09:45;15.0;Friday;(0, 30];2023;October;;
Daily Advanced Analytics;10/11/2023 09:30;10/11/2023 09:45;15.0;Friday;(0, 30];2023;November;;
Daily Advanced Analytics;17/11/2023 09:30;17/11/2023 09:45;15.0;Friday;(0, 30];2023;November;;
Daily Advanced Analytics;1/12/2023 09:30;1/12/2023 09:45;15.0;Friday;(0, 30];2023;December;;
