Event;Start Date;End Date;Duration;Day of Week;Duration Bins;Year;Month;;
No Event;7/5/2024 18:30;7/5/2024 19:30;60.0;Tuesday;(30, 60];2024;May;;
  Temas pendientes de formación E2E;8/5/2024 12:00;8/5/2024 16:00;240.0;Wednesday;(180, 240];2024;May;;
Revision modelos mayorista;8/5/2024 18:30;8/5/2024 20:00;90.0;Wednesday;(60, 90];2024;May;;
[NGA ARG] MAPS;9/5/2024 13:00;9/5/2024 13:15;15.0;Thursday;(0, 30];2024;May;;
NGA - COE;9/5/2024 18:30;9/5/2024 19:30;60.0;Thursday;(30, 60];2024;May;;
SDATOOL 44053 Estimador de Facturación;6/5/2024 11:00;6/5/2024 11:45;45.0;Monday;(30, 60];2024;May;;
FEDERICO JAVIER / MATIAS EZEQUIEL;10/5/2024 14:00;10/5/2024 14:30;30.0;Friday;(0, 30];2024;May;;
STATUS MOTOR AGRO;10/5/2024 15:30;10/5/2024 16:00;30.0;Friday;(0, 30];2024;May;;
FEDERICO JAVIER / MATIAS EZEQUIEL;13/5/2024 15:00;13/5/2024 15:30;30.0;Monday;(0, 30];2024;May;;
Revision Topics;13/5/2024 17:00;13/5/2024 17:30;30.0;Monday;(0, 30];2024;May;;
BCBS239 DQ Argentina: Global/Local Syncro;13/5/2024 14:00;13/5/2024 15:00;60.0;Monday;(30, 60];2024;May;;
NGA - Campaña Hermes;14/5/2024 13:45;14/5/2024 14:30;45.0;Tuesday;(30, 60];2024;May;;
llevar mochila a arreglar;14/5/2024 17:30;14/5/2024 18:00;30.0;Tuesday;(0, 30];2024;May;;
Impacto en gestión comportamental pymes;15/5/2024 18:00;15/5/2024 18:30;30.0;Wednesday;(0, 30];2024;May;;
No Event;16/5/2024 13:00;16/5/2024 14:00;60.0;Thursday;(30, 60];2024;May;;
EWS - Implementacion;16/5/2024 20:00;16/5/2024 21:00;60.0;Thursday;(30, 60];2024;May;;
Implementación ARCE Rating - Coordinación;20/5/2024 15:30;20/5/2024 16:00;30.0;Monday;(0, 30];2024;May;;
Almuerzo Equipo - piso 33 sala 4;23/5/2024 16:00;23/5/2024 18:00;120.0;Thursday;(90, 120];2024;May;;
[NGA ARG] Calculadoras estandarizadas KPIs (Proactivo/EWS/Cobranzas);23/5/2024 13:00;23/5/2024 13:45;45.0;Thursday;(30, 60];2024;May;;
[NGA/Advisory] ARG - E2E Modelos;27/5/2024 13:00;27/5/2024 13:30;30.0;Monday;(0, 30];2024;May;;
CIR Retro;3/1/2023 09:45;3/1/2023 10:45;60.0;Tuesday;(30, 60];2023;January;;
CIR Retro y a continuación planning;16/1/2023 15:15;16/1/2023 15:30;15.0;Monday;(0, 30];2023;January;;
CIR Retro;30/1/2023 11:00;30/1/2023 12:00;60.0;Monday;(30, 60];2023;January;;
CIR Retro;13/2/2023 11:00;13/2/2023 12:00;60.0;Monday;(30, 60];2023;February;;
CIR Retro;27/2/2023 11:00;27/2/2023 12:00;60.0;Monday;(30, 60];2023;February;;
CIR Retro;13/3/2023 12:00;13/3/2023 13:00;60.0;Monday;(30, 60];2023;March;;
CIR Retro;27/3/2023 12:30;27/3/2023 13:00;30.0;Monday;(0, 30];2023;March;;
CIR Retro;10/4/2023 11:00;10/4/2023 12:00;60.0;Monday;(30, 60];2023;April;;
CIR Retro;24/4/2023 15:00;24/4/2023 15:30;30.0;Monday;(0, 30];2023;April;;
CIR Retro;8/5/2023 11:00;8/5/2023 12:30;90.0;Monday;(60, 90];2023;May;;
CIR Retro;22/5/2023 11:30;22/5/2023 12:30;60.0;Monday;(30, 60];2023;May;;
CIR Retro;5/6/2023 11:00;5/6/2023 12:30;90.0;Monday;(60, 90];2023;June;;
CIR Retro;3/7/2023 10:00;3/7/2023 11:00;60.0;Monday;(30, 60];2023;July;;
CIR Retro;17/7/2023 10:15;17/7/2023 10:30;15.0;Monday;(0, 30];2023;July;;
CIR Retro;16/1/2023 11:00;16/1/2023 12:30;90.0;Monday;(60, 90];2023;January;;
CIR Retro;3/7/2023 11:00;3/7/2023 12:00;60.0;Monday;(30, 60];2023;July;;
CIR Retro;17/7/2023 11:00;17/7/2023 12:00;60.0;Monday;(30, 60];2023;July;;
NGA - Avances COE;5/2/2024 16:00;5/2/2024 16:45;45.0;Monday;(30, 60];2024;February;;
NGA - Avances COE;11/3/2024 16:00;11/3/2024 16:45;45.0;Monday;(30, 60];2024;March;;
NGA - Avances COE;10/4/2024 15:15;10/4/2024 16:00;45.0;Wednesday;(30, 60];2024;April;;
NGA - Avances COE;23/4/2024 15:00;23/4/2024 15:30;30.0;Tuesday;(0, 30];2024;April;;
NGA - Avances COE;29/4/2024 16:00;29/4/2024 16:45;45.0;Monday;(30, 60];2024;April;;
NGA - Avances COE;15/5/2024 15:00;15/5/2024 15:45;45.0;Wednesday;(30, 60];2024;May;;
NGA - Avances COE;20/5/2024 16:00;20/5/2024 16:45;45.0;Monday;(30, 60];2024;May;;
NGA - Avances COE;29/1/2024 16:00;29/1/2024 16:45;45.0;Monday;(30, 60];2024;January;;
NGA - Avances COE;12/2/2024 16:00;12/2/2024 16:45;45.0;Monday;(30, 60];2024;February;;
NGA - Avances COE;18/3/2024 16:00;18/3/2024 16:45;45.0;Monday;(30, 60];2024;March;;
NGA - Avances COE;1/4/2024 16:00;1/4/2024 16:45;45.0;Monday;(30, 60];2024;April;;
turno nutricionista;6/6/2024 20:30;6/6/2024 21:00;30.0;Thursday;(0, 30];2024;June;;
All Hands GRM DATA&AA;24/4/2024 14:30;24/4/2024 16:00;90.0;Wednesday;(60, 90];2024;April;;
Seguimiento temas ;5/6/2024 17:15;5/6/2024 18:00;45.0;Wednesday;(30, 60];2024;June;;
Seguimiento temas ;6/6/2024 19:00;6/6/2024 19:30;30.0;Thursday;(0, 30];2024;June;;
[NGA ARG] Income Estimator - Explicabilidad;6/6/2024 13:00;6/6/2024 13:30;30.0;Thursday;(0, 30];2024;June;;
[NGA ARG] Finalización fase analítica;6/6/2024 13:30;6/6/2024 14:00;30.0;Thursday;(0, 30];2024;June;;
Nuevo rating de empresas - Base de contraste;7/6/2024 15:30;7/6/2024 16:00;30.0;Friday;(0, 30];2024;June;;
Clase Deep Learning;6/5/2024 18:30;6/5/2024 22:00;210.0;Monday;(180, 240];2024;May;;
EWS ARG: Refactorización E2E;11/6/2024 12:15;11/6/2024 13:15;60.0;Tuesday;(30, 60];2024;June;;
AR Roadmap GenAI;14/6/2024 13:00;14/6/2024 13:30;30.0;Friday;(0, 30];2024;June;;
URGENTE - Revisión temas implementación Predictor Facturación Pymes;11/6/2024 18:00;11/6/2024 19:00;60.0;Tuesday;(30, 60];2024;June;;
Clase Metodología de la investigación;23/4/2024 18:30;23/4/2024 22:00;210.0;Tuesday;(180, 240];2024;April;;
OM - 1er encuentro;14/6/2024 13:30;14/6/2024 14:15;45.0;Friday;(30, 60];2024;June;;
Datos para modelos;12/6/2024 18:20;12/6/2024 19:20;60.0;Wednesday;(30, 60];2024;June;;
Calculadora Agro;13/6/2024 14:30;13/6/2024 15:00;30.0;Thursday;(0, 30];2024;June;;
Info Retro Equifax - BBVA;13/6/2024 13:00;13/6/2024 14:00;60.0;Thursday;(30, 60];2024;June;;
[ARG]EWS Pymes;18/6/2024 13:00;18/6/2024 14:00;60.0;Tuesday;(30, 60];2024;June;;
muestra para rating ;14/6/2024 16:00;14/6/2024 20:00;240.0;Friday;(180, 240];2024;June;;
EWS - Seguimiento;19/6/2024 13:00;19/6/2024 14:00;60.0;Wednesday;(30, 60];2024;June;;
clase Liderazgo Itba;26/6/2024 21:30;27/6/2024 01:00;210.0;Wednesday;(180, 240];2024;June;;
clase liderazgo itba;28/6/2024 21:30;29/6/2024 01:00;210.0;Friday;(180, 240];2024;June;;
kinesiologo;19/6/2024 18:30;19/6/2024 19:30;60.0;Wednesday;(30, 60];2024;June;;
CIR Planning;3/1/2023 12:00;3/1/2023 12:30;30.0;Tuesday;(0, 30];2023;January;;
CIR Planning;16/1/2023 15:30;16/1/2023 16:00;30.0;Monday;(0, 30];2023;January;;
CIR Planning;30/1/2023 15:30;30/1/2023 16:00;30.0;Monday;(0, 30];2023;January;;
CIR Planning;13/2/2023 15:30;13/2/2023 16:00;30.0;Monday;(0, 30];2023;February;;
CIR Daily y Planning;28/2/2023 09:30;28/2/2023 10:00;30.0;Tuesday;(0, 30];2023;February;;
CIR Planning;14/3/2023 09:30;14/3/2023 10:00;30.0;Tuesday;(0, 30];2023;March;;
CIR Planning;27/3/2023 15:30;27/3/2023 16:00;30.0;Monday;(0, 30];2023;March;;
CIR Planning;24/4/2023 15:30;24/4/2023 16:00;30.0;Monday;(0, 30];2023;April;;
CIR Planning;8/5/2023 15:30;8/5/2023 16:00;30.0;Monday;(0, 30];2023;May;;
CIR Planning;22/5/2023 15:30;22/5/2023 16:00;30.0;Monday;(0, 30];2023;May;;
CIR Planning;5/6/2023 15:30;5/6/2023 16:00;30.0;Monday;(0, 30];2023;June;;
CIR Planning;3/7/2023 15:30;3/7/2023 16:00;30.0;Monday;(0, 30];2023;July;;
CIR Planning;17/7/2023 15:30;17/7/2023 16:00;30.0;Monday;(0, 30];2023;July;;
CIR Planning;14/8/2023 12:00;14/8/2023 12:30;30.0;Monday;(0, 30];2023;August;;
CIR Planning;16/1/2023 15:30;16/1/2023 16:00;30.0;Monday;(0, 30];2023;January;;
CIR Planning;13/2/2023 15:30;13/2/2023 16:00;30.0;Monday;(0, 30];2023;February;;
CIR Planning;27/2/2023 15:30;27/2/2023 16:00;30.0;Monday;(0, 30];2023;February;;
[NGA ARG] Diccionario Global GRM AA;24/6/2024 13:30;24/6/2024 14:00;30.0;Monday;(0, 30];2024;June;;
FEDERICO JAVIER / MATIAS EZEQUIEL;25/6/2024 18:00;25/6/2024 18:30;30.0;Tuesday;(0, 30];2024;June;;
EWS - Seguimiento;25/6/2024 13:00;25/6/2024 13:30;30.0;Tuesday;(0, 30];2024;June;;
Gen AI - Casos de uso Mayorista;25/6/2024 18:30;25/6/2024 19:00;30.0;Tuesday;(0, 30];2024;June;;
Pd empresas nuevo rating;25/6/2024 16:30;25/6/2024 17:00;30.0;Tuesday;(0, 30];2024;June;;
 EWS - Conclusiones Pymes Continuas;26/6/2024 17:00;26/6/2024 18:00;60.0;Wednesday;(30, 60];2024;June;;
Status Modelo Predictor Emprendedores;25/6/2024 15:00;25/6/2024 16:00;60.0;Tuesday;(30, 60];2024;June;;
IFRS9 Implantación score pymes;26/6/2024 13:45;26/6/2024 14:00;15.0;Wednesday;(0, 30];2024;June;;
Puesta en común Roadmap GenAI;26/6/2024 16:00;26/6/2024 16:45;45.0;Wednesday;(30, 60];2024;June;;
CoP meetup #1.5 - Charla Alex Rayón - La IA Generativa qué es y qué no es [Emisión en directo];26/6/2024 15:00;26/6/2024 16:00;60.0;Wednesday;(30, 60];2024;June;;
Review ARCE Rating Fin 2Q2024;27/6/2024 15:00;27/6/2024 15:30;30.0;Thursday;(0, 30];2024;June;;
Kick off 3Q 2024 SDATOOL 40574 - ARCE Rating;27/6/2024 14:00;27/6/2024 14:30;30.0;Thursday;(0, 30];2024;June;;
EWS - Nuevo modelo ;27/6/2024 18:00;27/6/2024 19:00;60.0;Thursday;(30, 60];2024;June;;
EWS - Ajuste Modelo Pymes Continuas;28/6/2024 13:30;28/6/2024 14:00;30.0;Friday;(0, 30];2024;June;;
No Event;28/6/2024 16:00;28/6/2024 18:00;120.0;Friday;(90, 120];2024;June;;
OM -2do encuentro;28/6/2024 15:00;28/6/2024 16:00;60.0;Friday;(30, 60];2024;June;;
Viernes de Garage;3/7/2024 14:00;3/7/2024 15:00;60.0;Wednesday;(30, 60];2024;July;;
FEDERICO JAVIER / MATIAS EZEQUIEL;2/7/2024 13:00;2/7/2024 13:30;30.0;Tuesday;(0, 30];2024;July;;
Piloto Rating Empresas - Organización;5/7/2024 13:00;5/7/2024 13:15;15.0;Friday;(0, 30];2024;July;;
Visual Thinking;4/7/2024 13:00;4/7/2024 14:00;60.0;Thursday;(30, 60];2024;July;;
♾️ CoP meetup #2 - AI Adoption [Chat GPT Enterprise] ♾️;3/7/2024 14:00;3/7/2024 15:30;90.0;Wednesday;(60, 90];2024;July;;
Seguimiento de Proyectos DS (Presencial);26/7/2023 11:30;26/7/2023 12:30;60.0;Wednesday;(30, 60];2023;July;;
Seguimiento de Proyectos DS ;7/9/2023 09:00;7/9/2023 10:30;90.0;Thursday;(60, 90];2023;September;;
Seguimiento de Proyectos DS (Presencial);27/9/2023 12:00;27/9/2023 13:00;60.0;Wednesday;(30, 60];2023;September;;
Seguimiento de Proyectos DS (Presencial);28/11/2023 10:00;28/11/2023 11:30;90.0;Tuesday;(60, 90];2023;November;;
Seguimiento de Proyectos DS (Presencial);27/12/2023 11:30;27/12/2023 13:00;90.0;Wednesday;(60, 90];2023;December;;
Seguimiento de Proyectos DS (Presencial);25/3/2024 09:30;25/3/2024 11:00;90.0;Monday;(60, 90];2024;March;;
Seguimiento de Proyectos DS (Virtual);2/5/2024 11:00;2/5/2024 12:30;90.0;Thursday;(60, 90];2024;May;;
Seguimiento de Proyectos DS (Presencial);28/5/2024 12:00;28/5/2024 13:30;90.0;Tuesday;(60, 90];2024;May;;
Seguimiento de Proyectos DS (Presencial);25/6/2024 10:00;25/6/2024 11:00;60.0;Tuesday;(30, 60];2024;June;;
Seguimiento de Proyectos DS (Presencial);26/9/2023 09:00;26/9/2023 10:30;90.0;Tuesday;(60, 90];2023;September;;
Seguimiento de Proyectos DS (Presencial);28/11/2023 09:00;28/11/2023 10:30;90.0;Tuesday;(60, 90];2023;November;;
Seguimiento de Proyectos DS (Presencial);30/1/2024 09:00;30/1/2024 10:30;90.0;Tuesday;(60, 90];2024;January;;
Seguimiento de Proyectos DS (Presencial);27/2/2024 09:00;27/2/2024 10:30;90.0;Tuesday;(60, 90];2024;February;;
Seguimiento de Proyectos DS (Presencial);28/5/2024 09:00;28/5/2024 10:30;90.0;Tuesday;(60, 90];2024;May;;
Seguimiento de Proyectos DS (Presencial);25/6/2024 09:00;25/6/2024 10:30;90.0;Tuesday;(60, 90];2024;June;;
Predictor de Facturacion Agro - Enfoque teorico;4/7/2024 15:00;4/7/2024 16:00;60.0;Thursday;(30, 60];2024;July;;
Línea de Colaboración GRM & CS - Analytics Open Market (AR);4/7/2024 16:00;4/7/2024 16:45;45.0;Thursday;(30, 60];2024;July;;
zento;4/7/2024 18:00;4/7/2024 19:00;60.0;Thursday;(30, 60];2024;July;;
[AR] [Simuladores] Transmisiones ;17/10/2023 15:45;17/10/2023 16:15;30.0;Tuesday;(0, 30];2023;October;;
Inspección BCRA - Modelos GRM;8/7/2024 17:00;8/7/2024 17:30;30.0;Monday;(0, 30];2024;July;;
Encuesta;8/7/2024 15:45;8/7/2024 16:00;15.0;Monday;(0, 30];2024;July;;
ocupado;12/7/2024 13:30;12/7/2024 14:00;30.0;Friday;(0, 30];2024;July;;
BCBS239 DQ Argentina: Global/Local Syncro;10/7/2024 14:00;10/7/2024 15:00;60.0;Wednesday;(30, 60];2024;July;;
EWS;10/7/2024 14:30;10/7/2024 15:00;30.0;Wednesday;(0, 30];2024;July;;
[Explicabilidad Proactivos] Shap values analysis;10/7/2024 15:00;10/7/2024 16:00;60.0;Wednesday;(30, 60];2024;July;;
Ejecución EMC2 2024 (ARG);10/7/2024 16:45;10/7/2024 17:30;45.0;Wednesday;(30, 60];2024;July;;
entrevista 2 roftop;16/7/2024 21:00;16/7/2024 22:00;60.0;Tuesday;(30, 60];2024;July;;
NGA - Consultas;12/7/2024 17:30;12/7/2024 18:00;30.0;Friday;(0, 30];2024;July;;
[NGA ARG] Dudas criterios variables;15/7/2024 13:00;15/7/2024 13:30;30.0;Monday;(0, 30];2024;July;;
ChatGPT Enterprise 101: A Guide to Your AI Work Assistant;17/7/2024 18:00;17/7/2024 18:45;45.0;Wednesday;(30, 60];2024;July;;
[NGA ARG] Feedback diccionario I;16/7/2024 13:00;16/7/2024 13:30;30.0;Tuesday;(0, 30];2024;July;;
[NGA ARG] Variables nulas EWS;16/7/2024 14:00;16/7/2024 14:30;30.0;Tuesday;(0, 30];2024;July;;
Puesta en común Roadmap GenAI (II);16/7/2024 16:00;16/7/2024 17:00;60.0;Tuesday;(30, 60];2024;July;;
Motor Agro.  Puesta en Comun ;17/7/2024 18:00;17/7/2024 18:45;45.0;Wednesday;(30, 60];2024;July;;
Programa de ingles 2024 - Nulinga;17/7/2024 18:00;17/7/2024 18:45;45.0;Wednesday;(30, 60];2024;July;;
Calibrado PD Rating Empresas;18/7/2024 17:15;18/7/2024 17:30;15.0;Thursday;(0, 30];2024;July;;
Modelo agro;18/7/2024 17:30;18/7/2024 18:00;30.0;Thursday;(0, 30];2024;July;;
Calibrado PD nuevo Rating Empresas;22/7/2024 15:30;22/7/2024 16:00;30.0;Monday;(0, 30];2024;July;;
[NGA ARG] Feedback diccionario II;22/7/2024 12:00;22/7/2024 12:30;30.0;Monday;(0, 30];2024;July;;
PD Comport Pymes;22/7/2024 17:00;22/7/2024 17:30;30.0;Monday;(0, 30];2024;July;;
Sesión Formativa GEN AI / ChatGPT - ARG ;23/7/2024 14:30;23/7/2024 16:00;90.0;Tuesday;(60, 90];2024;July;;
ChatGPT Enterprise 102: Applying AI to Do Your Best Work;24/7/2024 18:00;24/7/2024 18:45;45.0;Wednesday;(30, 60];2024;July;;
Status Estimador Pymes (Engine) / Emprendedores;25/7/2024 15:00;25/7/2024 15:30;30.0;Thursday;(0, 30];2024;July;;
[Live stream] ♾️ CoP meetup #2.5 - AI Adoption [MARKETING USE CASES] ♾️;18/7/2024 14:30;18/7/2024 16:00;90.0;Thursday;(60, 90];2024;July;;
[NGA ARG] Feedback diccionario III;29/7/2024 12:00;29/7/2024 12:30;30.0;Monday;(0, 30];2024;July;;
Calibrado comport Pymes;29/7/2024 14:00;29/7/2024 14:30;30.0;Monday;(0, 30];2024;July;;
Calibrado Comport Pymes;30/7/2024 17:30;30/7/2024 18:00;30.0;Tuesday;(0, 30];2024;July;;
revision funciones EWS;30/7/2024 18:30;30/7/2024 19:00;30.0;Tuesday;(0, 30];2024;July;;
📢Segundo ALL Hands Virtual de Riesgos;2/8/2024 14:00;2/8/2024 14:45;45.0;Friday;(30, 60];2024;August;;
[NGA ARG] Follow-up EMC1 E2E;7/8/2024 12:00;7/8/2024 12:30;30.0;Wednesday;(0, 30];2024;August;;
EWS: Validacion bases NGA;7/8/2024 14:00;7/8/2024 14:15;15.0;Wednesday;(0, 30];2024;August;;
EWS ARG: Validación base NGA;8/8/2024 14:30;8/8/2024 15:00;30.0;Thursday;(0, 30];2024;August;;
Carga en Datum CDD_731 y CDD_740;12/8/2024 15:30;12/8/2024 16:00;30.0;Monday;(0, 30];2024;August;;
EWS Status;12/8/2024 13:00;12/8/2024 13:30;30.0;Monday;(0, 30];2024;August;;
Comport;13/8/2024 14:00;13/8/2024 15:00;60.0;Tuesday;(30, 60];2024;August;;
[NGA ARG] EMC2 Fase II;13/8/2024 13:30;13/8/2024 14:00;30.0;Tuesday;(0, 30];2024;August;;
Sala 6 - Piso 23;13/8/2024 13:30;13/8/2024 14:30;60.0;Tuesday;(30, 60];2024;August;;
LUFE Kick Off ;13/8/2024 15:00;13/8/2024 16:00;60.0;Tuesday;(30, 60];2024;August;;
EWS Status ;13/8/2024 18:00;13/8/2024 18:30;30.0;Tuesday;(0, 30];2024;August;;
Modelos Agro seguimiento semanal;13/8/2024 19:00;13/8/2024 20:00;60.0;Tuesday;(30, 60];2024;August;;
llevar perros a pelu;14/8/2024 12:00;14/8/2024 12:30;30.0;Wednesday;(0, 30];2024;August;;
GyC - checkpoint reglas de calidad NGA;23/2/2024 11:30;23/2/2024 12:00;30.0;Friday;(0, 30];2024;February;;
GyC - checkpoint reglas de calidad NGA;23/2/2024 11:30;23/2/2024 12:00;30.0;Friday;(0, 30];2024;February;;
GyC - checkpoint reglas de calidad NGA;29/2/2024 11:30;29/2/2024 12:15;45.0;Thursday;(30, 60];2024;February;;
GyC - checkpoint reglas de calidad NGA;15/3/2024 11:30;15/3/2024 12:00;30.0;Friday;(0, 30];2024;March;;
GyC - checkpoint reglas de calidad NGA;22/3/2024 11:30;22/3/2024 12:00;30.0;Friday;(0, 30];2024;March;;
GyC - checkpoint reglas de calidad NGA;26/3/2024 11:30;26/3/2024 12:00;30.0;Tuesday;(0, 30];2024;March;;
GyC - checkpoint reglas de calidad NGA;5/4/2024 11:30;5/4/2024 12:00;30.0;Friday;(0, 30];2024;April;;
GyC - checkpoint reglas de calidad NGA;12/4/2024 11:30;12/4/2024 12:00;30.0;Friday;(0, 30];2024;April;;
GyC - checkpoint reglas de calidad NGA;18/4/2024 16:00;18/4/2024 16:30;30.0;Thursday;(0, 30];2024;April;;
GyC - checkpoint reglas de calidad NGA;26/4/2024 11:30;26/4/2024 12:00;30.0;Friday;(0, 30];2024;April;;
GyC - checkpoint reglas de calidad NGA;3/5/2024 15:00;3/5/2024 15:30;30.0;Friday;(0, 30];2024;May;;
GyC - checkpoint reglas de calidad NGA;10/5/2024 11:30;10/5/2024 12:00;30.0;Friday;(0, 30];2024;May;;
GyC - checkpoint reglas de calidad NGA;17/5/2024 11:30;17/5/2024 12:00;30.0;Friday;(0, 30];2024;May;;
GyC - checkpoint reglas de calidad NGA;24/5/2024 11:30;24/5/2024 12:00;30.0;Friday;(0, 30];2024;May;;
GyC - checkpoint reglas de calidad NGA;31/5/2024 11:30;31/5/2024 12:00;30.0;Friday;(0, 30];2024;May;;
GyC - checkpoint reglas de calidad NGA;7/6/2024 11:30;7/6/2024 12:00;30.0;Friday;(0, 30];2024;June;;
GyC - checkpoint reglas de calidad NGA;14/6/2024 11:30;14/6/2024 12:00;30.0;Friday;(0, 30];2024;June;;
GyC - checkpoint reglas de calidad NGA;21/6/2024 11:30;21/6/2024 12:00;30.0;Friday;(0, 30];2024;June;;
GyC - checkpoint reglas de calidad NGA;28/6/2024 11:30;28/6/2024 12:00;30.0;Friday;(0, 30];2024;June;;
GyC - checkpoint reglas de calidad NGA;5/7/2024 11:30;5/7/2024 12:00;30.0;Friday;(0, 30];2024;July;;
GyC - checkpoint reglas de calidad NGA;12/7/2024 11:30;12/7/2024 12:00;30.0;Friday;(0, 30];2024;July;;
GyC - checkpoint reglas de calidad NGA;2/8/2024 11:30;2/8/2024 12:00;30.0;Friday;(0, 30];2024;August;;
GyC - checkpoint reglas de calidad NGA;9/8/2024 11:30;9/8/2024 12:00;30.0;Friday;(0, 30];2024;August;;
GyC - checkpoint reglas de calidad NGA;1/3/2024 11:30;1/3/2024 12:00;30.0;Friday;(0, 30];2024;March;;
GyC - checkpoint reglas de calidad NGA;8/3/2024 11:30;8/3/2024 12:00;30.0;Friday;(0, 30];2024;March;;
GyC - checkpoint reglas de calidad NGA;7/6/2024 11:30;7/6/2024 12:00;30.0;Friday;(0, 30];2024;June;;
EWS;16/8/2024 15:30;16/8/2024 16:00;30.0;Friday;(0, 30];2024;August;;
NGA Infraestructura - Conciliacion/prueba/cuadre;6/3/2024 14:30;6/3/2024 16:00;90.0;Wednesday;(60, 90];2024;March;;
Daily Data&AA;26/1/2024 13:30;26/1/2024 13:45;15.0;Friday;(0, 30];2024;January;;
Daily AA & Data;26/2/2024 09:20;26/2/2024 09:45;25.0;Monday;(0, 30];2024;February;;
Daily Advanced Analytics;3/1/2024 09:30;3/1/2024 09:45;15.0;Wednesday;(0, 30];2024;January;;
Daily Advanced Analytics;10/1/2024 09:30;10/1/2024 09:45;15.0;Wednesday;(0, 30];2024;January;;
Daily Advanced Analytics;17/1/2024 09:30;17/1/2024 09:45;15.0;Wednesday;(0, 30];2024;January;;
Daily Advanced Analytics;24/1/2024 09:30;24/1/2024 09:45;15.0;Wednesday;(0, 30];2024;January;;
Daily Advanced Analytics;31/1/2024 09:30;31/1/2024 09:45;15.0;Wednesday;(0, 30];2024;January;;
AR [NGA] Analytics 2W Models review;19/1/2024 15:30;19/1/2024 16:00;30.0;Friday;(0, 30];2024;January;;
Entregables plan [ARG];6/3/2024 16:30;6/3/2024 17:00;30.0;Wednesday;(0, 30];2024;March;;
Reunión Pre KickOff [ARG] ;10/1/2024 15:30;10/1/2024 16:00;30.0;Wednesday;(0, 30];2024;January;;
[NGA_ARG] Mesa Certificaciones;5/2/2024 17:00;5/2/2024 18:00;60.0;Monday;(30, 60];2024;February;;
Daily Advanced Analytics;5/1/2024 09:00;5/1/2024 09:15;15.0;Friday;(0, 30];2024;January;;
Daily Advanced Analytics;12/1/2024 09:30;12/1/2024 09:45;15.0;Friday;(0, 30];2024;January;;
Daily Advanced Analytics;19/1/2024 10:00;19/1/2024 10:15;15.0;Friday;(0, 30];2024;January;;
Daily Advanced Analytics;2/2/2024 09:30;2/2/2024 09:45;15.0;Friday;(0, 30];2024;February;;
[NGA + EWS AR] Implementación pickels;15/1/2024 16:00;15/1/2024 16:30;30.0;Monday;(0, 30];2024;January;;
Traspaso temas;3/1/2024 13:00;3/1/2024 14:00;60.0;Wednesday;(30, 60];2024;January;;
NGA WG;4/3/2024 15:00;4/3/2024 17:30;150.0;Monday;(120, 150];2024;March;;
ARG - CORE y IFRS9 vinculadas;4/1/2024 14:30;4/1/2024 15:30;60.0;Thursday;(30, 60];2024;January;;
Daily AA & Data;21/2/2024 09:20;21/2/2024 09:45;25.0;Wednesday;(0, 30];2024;February;;
Daily AA & Data;23/2/2024 09:20;23/2/2024 09:45;25.0;Friday;(0, 30];2024;February;;
Daily AA & Data;28/2/2024 09:20;28/2/2024 09:45;25.0;Wednesday;(0, 30];2024;February;;
Daily AA & Data;1/3/2024 09:20;1/3/2024 09:45;25.0;Friday;(0, 30];2024;March;;
Daily AA & Data;6/3/2024 09:20;6/3/2024 09:45;25.0;Wednesday;(0, 30];2024;March;;
Daily AA & Data;8/3/2024 09:20;8/3/2024 09:45;25.0;Friday;(0, 30];2024;March;;
Daily AA & Data;13/3/2024 09:20;13/3/2024 09:45;25.0;Wednesday;(0, 30];2024;March;;
Daily Advanced Analytics;15/1/2024 09:30;15/1/2024 09:45;15.0;Monday;(0, 30];2024;January;;
Daily Advanced Analytics;29/1/2024 09:30;29/1/2024 09:45;15.0;Monday;(0, 30];2024;January;;
Motor Agro;28/2/2024 18:00;28/2/2024 19:00;60.0;Wednesday;(30, 60];2024;February;;
[NGA ARG] Follow-up EMC1 E2E;11/1/2024 15:30;11/1/2024 16:00;30.0;Thursday;(0, 30];2024;January;;
[NGA ARG] Follow-up EMC1 E2E;25/1/2024 15:30;25/1/2024 16:00;30.0;Thursday;(0, 30];2024;January;;
[NGA ARG] Follow-up EMC1 E2E;8/2/2024 16:30;8/2/2024 17:00;30.0;Thursday;(0, 30];2024;February;;
[NGA ARG] Follow-up EMC1 E2E;22/2/2024 15:30;22/2/2024 16:00;30.0;Thursday;(0, 30];2024;February;;
[BCBS239] - Presentación Plan 2024 Argentina;10/1/2024 18:00;10/1/2024 19:00;60.0;Wednesday;(30, 60];2024;January;;
Almuerzo Equipo Data & AA - piso 33 sala 4;23/1/2024 16:00;23/1/2024 18:00;120.0;Tuesday;(90, 120];2024;January;;
[NGA_ARG] Mesa GyC;29/1/2024 17:15;29/1/2024 18:00;45.0;Monday;(30, 60];2024;January;;
[NGA_ARG] Mesa GyC;25/3/2024 17:00;25/3/2024 18:00;60.0;Monday;(30, 60];2024;March;;
Weekly estimaciones Argentina;3/1/2024 15:30;3/1/2024 16:00;30.0;Wednesday;(0, 30];2024;January;;
Weekly estimaciones Argentina;10/1/2024 15:30;10/1/2024 16:00;30.0;Wednesday;(0, 30];2024;January;;
Seguimiento de Proyectos DS (Presencial);30/1/2024 10:00;30/1/2024 11:30;90.0;Tuesday;(60, 90];2024;January;;
